id,name,price,image,brand,category,store,availability,rating,description,link,timestamp
268,Thermal Camera Model 268,8727.8,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_267,Rigol,Laboratory,Ram,In Stock,4.4,Professional laboratory from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/268,2025-12-26T16:15:56.285906
269,Logic Analyzer Generation 2 269,178.74,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_268,Keysight,Components,Ram,In Stock,4.9,Professional components from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/269,2025-12-26T16:15:56.285913
270,LCR Meter Series 3 270,2440.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_269,Siglent,Tools,Ram,In Stock,4.9,Professional tools from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/270,2025-12-26T16:15:56.285922
271,Component Tester Model 271,16836.82,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_270,Generic,Industrial,Ram,In Stock,4.4,Professional industrial from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/271,2025-12-26T16:15:56.285930
272,Professional Premium 272,401.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_271,Agilent,Tools,Ram,In Stock,4.3,Professional tools from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/272,2025-12-26T16:15:56.285939
273,EMI Tester Mixed Signal 273,6699.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_272,BK Precision,Calibration,Ram,Out of Stock,3.9,Professional calibration from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/273,2025-12-26T16:15:56.285947
274,Arbitrary Waveform Generator Model 274,6976.23,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_273,Generic,Calibration,Ram,In Stock,3.7,Professional calibration from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/274,2025-12-26T16:15:56.285954
275,Component Tester 2024 Model 275,3423.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_274,Rigol,Measurement,Ram,In Stock,4.8,Professional measurement from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/275,2025-12-26T16:15:56.285963
276,Power Analyzer High Precision 276,3389.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_275,HP,Measurement,Ram,Out of Stock,3.5,Professional measurement from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/276,2025-12-26T16:15:56.285971
277,Thermal Camera Series 3 277,44640.75,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_276,Keysight,Professional,Ram,In Stock,4.4,Professional professional from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/277,2025-12-26T16:15:56.285979
278,Battery Tester RS485 278,6373.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_277,Fluke,Measurement,Ram,Limited Stock,5.0,Professional measurement from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/278,2025-12-26T16:15:56.285987
279,Arbitrary Waveform Generator Digital 279,10350.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_278,Rigol,Industrial,Ram,Limited Stock,4.1,Professional industrial from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/279,2025-12-26T16:15:56.285994
280,Component Tester Version 3.0 280,13096.14,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_279,Siglent,Industrial,Ram,Out of Stock,5.0,Professional industrial from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/280,2025-12-26T16:15:56.286001
281,Power Supply Epsilon 281,12483.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_280,Rigol,Analysis,Ram,Limited Stock,3.6,Professional analysis from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/281,2025-12-26T16:15:56.286009
282,Spectrum Analyzer USB 282,5693.74,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_281,Fluke,Test Equipment,Ram,In Stock,4.9,Professional test equipment from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/282,2025-12-26T16:15:56.286018
283,Thermal Camera Analog 283,896.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_282,Siglent,Components,Ram,In Stock,3.6,Professional components from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/283,2025-12-26T16:15:56.286026
284,Battery Tester Model Y 284,11356.68,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_283,Tektronix,Industrial,Ram,In Stock,4.4,Professional industrial from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/284,2025-12-26T16:15:56.286036
285,Power Analyzer Package 285,10888.58,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_284,Agilent,Test Equipment,Ram,In Stock,4.7,Professional test equipment from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/285,2025-12-26T16:15:56.286045
286,Oscilloscope Programmable 286,15779.91,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_285,HP,Industrial,Ram,Out of Stock,3.9,Professional industrial from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/286,2025-12-26T16:15:56.286055
287,LCR Meter Model 287,1534.83,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_286,Generic,Power Supplies,Ram,In Stock,4.1,Professional power supplies from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/287,2025-12-26T16:15:56.286065
288,Network Analyzer Panel Mount 288,400.72,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_287,BK Precision,Tools,Ram,Limited Stock,4.3,Professional tools from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/288,2025-12-26T16:15:56.286074
289,Network Analyzer Series 3 289,5908.44,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_288,Keysight,Measurement,Ram,In Stock,4.5,Professional measurement from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/289,2025-12-26T16:15:56.286082
290,DC Load WiFi 290,2802.91,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_289,Fluke,Measurement,Ram,In Stock,4.5,Professional measurement from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/290,2025-12-26T16:15:56.286091
291,Signal Generator Epsilon 291,9645.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_290,Siglent,Measurement,Ram,In Stock,3.6,Professional measurement from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/291,2025-12-26T16:15:56.286101
292,Oscilloscope SPI 292,9948.27,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_291,HP,Industrial,Ram,In Stock,4.9,Professional industrial from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/292,2025-12-26T16:15:56.286110
293,Logic Analyzer High Accuracy 293,19240.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_292,Fluke,Laboratory,Ram,In Stock,3.5,Professional laboratory from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/293,2025-12-26T16:15:56.286119
294,Oscilloscope Generation 3 294,12315.34,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_293,BK Precision,Professional,Ram,In Stock,4.5,Professional professional from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/294,2025-12-26T16:15:56.286128
295,Signal Generator Compact 295,3106.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_294,Fluke,Analysis,Ram,Limited Stock,3.8,Professional analysis from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/295,2025-12-26T16:15:56.286138
296,Component Tester Eta 296,9756.63,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_295,BK Precision,Industrial,Ram,In Stock,3.7,Professional industrial from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/296,2025-12-26T16:15:56.286147
297,Professional Generation 1 297,30000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_296,Tektronix,Analysis,Ram,In Stock,4.3,Professional analysis from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/297,2025-12-26T16:15:56.286157
298,Component Tester Entry Level 298,2719.93,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_297,Generic,Calibration,Ram,In Stock,3.8,Professional calibration from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/298,2025-12-26T16:15:56.286167
299,Spectrum Analyzer Series 2 299,11303.49,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_298,Rigol,Test Equipment,Ram,In Stock,3.6,Professional test equipment from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/299,2025-12-26T16:15:56.286175
300,DC Load Handheld 300,14229.06,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_299,Fluke,Analysis,Ram,In Stock,4.0,Professional analysis from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/300,2025-12-26T16:15:56.286183
301,Vibration Analyzer Model 301,5545.48,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_300,Siglent,Professional,Ram,Out of Stock,3.6,Professional professional from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/301,2025-12-26T16:15:56.286193
302,Oscilloscope Max 302,183.69,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_301,Generic,Components,Ram,In Stock,4.6,Professional components from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/302,2025-12-26T16:15:56.286203
303,Digital Multimeter Model 303,3794.46,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_302,Generic,Calibration,Ram,Out of Stock,4.4,Professional calibration from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/303,2025-12-26T16:15:56.286212
304,DC Load USB 304,2752.08,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_303,Rigol,Measurement,Ram,In Stock,4.4,Professional measurement from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/304,2025-12-26T16:15:56.286221
305,Power Supply Model 305,3727.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_304,Rigol,Calibration,Ram,In Stock,3.9,Professional calibration from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/305,2025-12-26T16:15:56.286230
306,Power Analyzer Model 306,7417.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_305,HP,Calibration,Ram,In Stock,3.6,Professional calibration from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/306,2025-12-26T16:15:56.286239
307,Frequency Counter Model 307,6633.9,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_306,Agilent,Test Equipment,Ram,Limited Stock,4.9,Professional test equipment from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/307,2025-12-26T16:15:56.286247
308,EMI Tester Handheld 308,2416.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_307,Fluke,Measurement,Ram,In Stock,3.7,Professional measurement from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/308,2025-12-26T16:15:56.286256
309,DC Load Advanced 309,6636.87,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_308,Rigol,Measurement,Ram,Out of Stock,3.9,Professional measurement from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/309,2025-12-26T16:15:56.286264
310,Logic Analyzer Desktop 310,46159.58,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_309,Fluke,Professional,Ram,In Stock,4.3,Professional professional from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/310,2025-12-26T16:15:56.286274
311,Thermal Camera Bundle 311,8681.53,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_310,HP,Calibration,Ram,In Stock,4.4,Professional calibration from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/311,2025-12-26T16:15:56.286284
312,Power Analyzer Type B 312,456.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_311,Fluke,Industrial,Ram,In Stock,4.1,Professional industrial from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/312,2025-12-26T16:15:56.286293
313,Thermal Camera Model 313,6041.93,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_312,Agilent,Power Supplies,Ram,Limited Stock,3.8,Professional power supplies from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/313,2025-12-26T16:15:56.286301
314,Calibration Configurable 314,2173.49,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_313,Siglent,Power Supplies,Ram,Limited Stock,3.6,Professional power supplies from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/314,2025-12-26T16:15:56.286310
315,Frequency Counter Basic 315,15000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_314,Siglent,Test Equipment,Ram,Out of Stock,4.5,Professional test equipment from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/315,2025-12-26T16:15:56.286319
316,Professional Model Z 316,5482.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_315,Generic,Laboratory,Ram,In Stock,3.7,Professional laboratory from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/316,2025-12-26T16:15:56.286328
317,Oscilloscope Package 317,1253.52,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_316,Agilent,Calibration,Ram,In Stock,4.6,Professional calibration from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/317,2025-12-26T16:15:56.286337
318,Power Analyzer Model 318,26554.52,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_317,Tektronix,Professional,Ram,In Stock,4.1,Professional professional from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/318,2025-12-26T16:15:56.286347
319,Thermal Camera Series 2 319,427.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_318,Fluke,Components,Ram,Limited Stock,4.5,Professional components from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/319,2025-12-26T16:15:56.286356
320,Function Generator Model 320,2190.92,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_319,Fluke,Power Supplies,Ram,In Stock,4.3,Professional power supplies from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/320,2025-12-26T16:15:56.286364
321,Frequency Counter Plus 321,7516.53,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_320,Keysight,Analysis,Ram,Out of Stock,4.5,Professional analysis from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/321,2025-12-26T16:15:56.286373
322,Power Supply Plus 322,4480.17,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_321,Rigol,Measurement,Ram,In Stock,4.7,Professional measurement from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/322,2025-12-26T16:15:56.286383
323,Vibration Analyzer Elite 323,25000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_322,Rigol,Laboratory,Ram,In Stock,4.4,Professional laboratory from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/323,2025-12-26T16:15:56.286391
324,Power Supply Rack Mount 324,30000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_323,Agilent,Analysis,Ram,In Stock,4.3,Professional analysis from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/324,2025-12-26T16:15:56.286400
325,Spectrum Analyzer RS485 325,2945.06,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_324,Generic,Power Supplies,Ram,In Stock,4.4,Professional power supplies from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/325,2025-12-26T16:15:56.286409
326,Network Analyzer Alpha 326,2688.21,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_325,Rigol,Tools,Ram,Limited Stock,4.4,Professional tools from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/326,2025-12-26T16:15:56.286419
327,Component Tester Handheld 327,3214.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_326,HP,Power Supplies,Ram,In Stock,4.1,Professional power supplies from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/327,2025-12-26T16:15:56.286428
328,Power Analyzer Model 328,2142.99,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_327,Agilent,Tools,Ram,In Stock,4.8,Professional tools from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/328,2025-12-26T16:15:56.286436
329,Digital Multimeter Portable 329,2762.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_328,Tektronix,Industrial,Ram,In Stock,4.0,Professional industrial from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/329,2025-12-26T16:15:56.286444
330,EMI Tester Intelligent 330,11451.09,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_329,Tektronix,Measurement,Ram,In Stock,5.0,Professional measurement from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/330,2025-12-26T16:15:56.286453
331,Signal Generator Model 331,11265.5,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_330,Generic,Test Equipment,Ram,Limited Stock,4.3,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/331,2025-12-26T16:15:56.286463
332,Vibration Analyzer Version 4.0 332,562.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_331,Tektronix,Components,Ram,In Stock,3.9,Professional components from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/332,2025-12-26T16:15:56.286473
333,Signal Generator Analog 333,10159.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_332,Rigol,Test Equipment,Ram,Out of Stock,4.6,Professional test equipment from Rigol. High quality and reliable performance for all applications.,https://ram-egypt.com/product/333,2025-12-26T16:15:56.286481
334,Function Generator Model 334,2251.29,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_333,Generic,Tools,Ram,In Stock,4.6,Professional tools from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/334,2025-12-26T16:15:56.286490
335,EMI Tester Model 335,1311.46,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_334,Keysight,Test Equipment,Ram,Limited Stock,4.5,Professional test equipment from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/335,2025-12-26T16:15:56.286499
336,Professional RS485 336,8213.6,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_335,Agilent,Test Equipment,Ram,Limited Stock,4.7,Professional test equipment from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/336,2025-12-26T16:15:56.286508
337,DC Load Eta 337,15067.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_336,HP,Laboratory,Ram,In Stock,3.7,Professional laboratory from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/337,2025-12-26T16:15:56.286516
338,Frequency Counter WiFi 338,517.47,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_337,Fluke,Components,Ram,Limited Stock,4.1,Professional components from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/338,2025-12-26T16:15:56.286525
339,Battery Tester Model 339,1474.17,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_338,Siglent,Tools,Ram,Limited Stock,4.5,Professional tools from Siglent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/339,2025-12-26T16:15:56.286533
340,Power Supply Model 340,782.62,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_339,Fluke,Components,Ram,In Stock,4.9,Professional components from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/340,2025-12-26T16:15:56.286541
341,LCR Meter Professional 341,1981.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_340,HP,Tools,Ram,Out of Stock,4.5,Professional tools from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/341,2025-12-26T16:15:56.286550
342,Network Analyzer Model 342,1505.68,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_341,Fluke,Measurement,Ram,In Stock,4.2,Professional measurement from Fluke. High quality and reliable performance for all applications.,https://ram-egypt.com/product/342,2025-12-26T16:15:56.286558
343,DC Load Model 343,562.92,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_342,Tektronix,Calibration,Ram,In Stock,3.5,Professional calibration from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/343,2025-12-26T16:15:56.286567
344,EMI Tester Desktop 344,895.91,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_343,HP,Components,Ram,In Stock,3.5,Professional components from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/344,2025-12-26T16:15:56.286576
345,Power Analyzer High Speed 345,5447.05,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_344,Generic,Power Supplies,Ram,In Stock,4.3,Professional power supplies from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/345,2025-12-26T16:15:56.286585
346,DC Load Entry Level 346,14987.15,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_345,Generic,Test Equipment,Ram,In Stock,4.1,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/346,2025-12-26T16:15:56.286595
347,Vibration Analyzer WiFi 347,14647.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_346,Generic,Test Equipment,Ram,In Stock,4.8,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/347,2025-12-26T16:15:56.286604
348,Power Analyzer Version 4.0 348,4184.52,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_347,Tektronix,Power Supplies,Ram,Limited Stock,3.6,Professional power supplies from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/348,2025-12-26T16:15:56.286615
349,Digital Multimeter Model 349,4606.73,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_348,BK Precision,Test Equipment,Ram,In Stock,5.0,Professional test equipment from BK Precision. High quality and reliable performance for all applications.,https://ram-egypt.com/product/349,2025-12-26T16:15:56.286624
350,Function Generator Ultra 350,2779.62,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_349,Tektronix,Analysis,Ram,Out of Stock,4.3,Professional analysis from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/350,2025-12-26T16:15:56.286632
351,Function Generator Model 351,9416.41,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_350,Keysight,Analysis,Ram,In Stock,4.9,Professional analysis from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/351,2025-12-26T16:15:56.286642
352,Power Supply Premium 352,205.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_351,Keysight,Components,Ram,Out of Stock,4.0,Professional components from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/352,2025-12-26T16:15:56.286651
353,Logic Analyzer Standard 353,10926.13,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_352,Tektronix,Laboratory,Ram,In Stock,3.9,Professional laboratory from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/353,2025-12-26T16:15:56.286662
354,Signal Generator Bluetooth 354,5811.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_353,Generic,Measurement,Ram,Limited Stock,4.1,Professional measurement from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/354,2025-12-26T16:15:56.286675
355,Calibration Model 355,4144.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_354,Generic,Test Equipment,Ram,Limited Stock,4.4,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/355,2025-12-26T16:15:56.286684
356,Thermal Camera Model 356,40169.05,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_355,Generic,Professional,Ram,Limited Stock,3.8,Professional professional from Generic. High quality and reliable performance for all applications.,https://ram-egypt.com/product/356,2025-12-26T16:15:56.286694
357,Battery Tester Rack Mount 357,11193.85,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_356,Agilent,Test Equipment,Ram,In Stock,3.6,Professional test equipment from Agilent. High quality and reliable performance for all applications.,https://ram-egypt.com/product/357,2025-12-26T16:15:56.286704
358,Calibration Entry Level 358,28081.89,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_357,Keysight,Analysis,Ram,Limited Stock,3.6,Professional analysis from Keysight. High quality and reliable performance for all applications.,https://ram-egypt.com/product/358,2025-12-26T16:15:56.286714
359,DC Load Model 359,46274.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_358,Tektronix,Professional,Ram,In Stock,4.3,Professional professional from Tektronix. High quality and reliable performance for all applications.,https://ram-egypt.com/product/359,2025-12-26T16:15:56.286723
360,Digital Multimeter Professional 360,14562.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ram_359,HP,Analysis,Ram,In Stock,3.9,Professional analysis from HP. High quality and reliable performance for all applications.,https://ram-egypt.com/product/360,2025-12-26T16:15:56.286732
