id,name,price,image,brand,category,store,availability,rating,description,link,timestamp
241,Tester Max 241,2712.66,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_240,Espressif,Embedded,Ekostra,Limited Stock,5.0,Professional embedded from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/241,2025-12-26T16:15:56.264035
242,Amplifier Ethernet 242,1194.36,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_241,Maxim Integrated,Communication,Ekostra,Limited Stock,4.6,Professional communication from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/242,2025-12-26T16:15:56.264041
243,GPS Model 243,106.71,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_242,Maxim Integrated,Communication,Ekostra,In Stock,4.9,Professional communication from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/243,2025-12-26T16:15:56.264047
244,Converter Model 244,1540.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_243,NXP,Automation,Ekostra,In Stock,4.1,Professional automation from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/244,2025-12-26T16:15:56.264053
245,RFID I2C 245,3236.13,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_244,Silicon Labs,Automation,Ekostra,In Stock,3.6,Professional automation from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/245,2025-12-26T16:15:56.264060
246,Interface Micro 246,1465.86,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_245,Espressif,Embedded,Ekostra,In Stock,4.3,Professional embedded from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/246,2025-12-26T16:15:56.264066
247,Module Beta 247,1414.86,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_246,Texas Instruments,Communication,Ekostra,In Stock,3.5,Professional communication from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/247,2025-12-26T16:15:56.264086
248,Tester Model 248,1150.45,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_247,Texas Instruments,Security,Ekostra,In Stock,4.8,Professional security from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/248,2025-12-26T16:15:56.264094
249,Amplifier Handheld 249,1422.28,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_248,Silicon Labs,Communication,Ekostra,Out of Stock,3.8,Professional communication from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/249,2025-12-26T16:15:56.264099
250,Module Version 3.0 250,328.92,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_249,Maxim Integrated,Security,Ekostra,In Stock,4.1,Professional security from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/250,2025-12-26T16:15:56.264106
251,RFID Model 251,665.6,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_250,NXP,Communication,Ekostra,Limited Stock,3.5,Professional communication from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/251,2025-12-26T16:15:56.264112
252,RFID Micro 252,507.34,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_251,Silicon Labs,Sensors,Ekostra,In Stock,4.2,Professional sensors from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/252,2025-12-26T16:15:56.264118
253,Sensor Standard 253,352.33,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_252,Analog Devices,Security,Ekostra,Out of Stock,4.2,Professional security from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/253,2025-12-26T16:15:56.264125
254,GPS Model 254,299.24,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_253,Silicon Labs,Wireless,Ekostra,In Stock,4.4,Professional wireless from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/254,2025-12-26T16:15:56.264130
255,Automation Model 255,442.16,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_254,STMicroelectronics,Modules,Ekostra,Limited Stock,3.6,Professional modules from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/255,2025-12-26T16:15:56.264137
256,Bluetooth Model 256,1441.76,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_255,Silicon Labs,Embedded,Ekostra,Limited Stock,3.9,Professional embedded from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/256,2025-12-26T16:15:56.264143
257,Communication Industrial 257,1033.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_256,Maxim Integrated,Communication,Ekostra,Out of Stock,3.7,Professional communication from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/257,2025-12-26T16:15:56.264150
258,Amplifier Set 258,1839.87,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_257,Espressif,Security,Ekostra,In Stock,5.0,Professional security from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/258,2025-12-26T16:15:56.264157
259,Filter Model 259,1475.88,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_258,Analog Devices,Embedded,Ekostra,Out of Stock,4.6,Professional embedded from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/259,2025-12-26T16:15:56.264163
260,Amplifier Panel Mount 260,345.13,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_259,Espressif,Modules,Ekostra,Out of Stock,3.6,Professional modules from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/260,2025-12-26T16:15:56.264169
261,Sensor Entry Level 261,2000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_260,Texas Instruments,Security,Ekostra,In Stock,4.7,Professional security from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/261,2025-12-26T16:15:56.264176
262,Converter Handheld 262,144.58,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_261,STMicroelectronics,Sensors,Ekostra,In Stock,3.8,Professional sensors from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/262,2025-12-26T16:15:56.264183
263,GPS Premium 263,1768.96,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_262,STMicroelectronics,Security,Ekostra,Out of Stock,5.0,Professional security from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/263,2025-12-26T16:15:56.264189
264,Module Handheld 264,2364.69,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_263,Texas Instruments,Embedded,Ekostra,In Stock,4.7,Professional embedded from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/264,2025-12-26T16:15:56.264196
265,Security Low Power 265,580.42,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_264,Espressif,GPS,Ekostra,In Stock,4.9,Professional gps from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/265,2025-12-26T16:15:56.264203
266,Transceiver Micro 266,718.91,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_265,STMicroelectronics,Sensors,Ekostra,Out of Stock,4.0,Professional sensors from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/266,2025-12-26T16:15:56.264210
267,Module Pro 267,118.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_266,Maxim Integrated,RFID,Ekostra,Limited Stock,3.6,Professional rfid from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/267,2025-12-26T16:15:56.264216
268,Module 2023 Model 268,295.07,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_267,Analog Devices,Sensors,Ekostra,In Stock,4.1,Professional sensors from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/268,2025-12-26T16:15:56.264223
269,Sensor Entry Level 269,935.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_268,Maxim Integrated,Embedded,Ekostra,Limited Stock,3.6,Professional embedded from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/269,2025-12-26T16:15:56.264229
270,Filter Rack Mount 270,715.04,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_269,Silicon Labs,Sensors,Ekostra,In Stock,4.0,Professional sensors from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/270,2025-12-26T16:15:56.264238
271,Processor Model X 271,264.24,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_270,NXP,GPS,Ekostra,In Stock,3.6,Professional gps from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/271,2025-12-26T16:15:56.264246
272,Converter Version 3.0 272,2493.94,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_271,Generic,Test Equipment,Ekostra,Limited Stock,4.1,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/272,2025-12-26T16:15:56.264253
273,RFID Model 273,201.6,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_272,Maxim Integrated,RFID,Ekostra,Limited Stock,4.7,Professional rfid from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/273,2025-12-26T16:15:56.264259
274,Security Eta 274,233.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_273,Silicon Labs,Sensors,Ekostra,In Stock,3.7,Professional sensors from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/274,2025-12-26T16:15:56.264266
275,Bluetooth Board Level 275,119.12,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_274,Maxim Integrated,Communication,Ekostra,In Stock,5.0,Professional communication from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/275,2025-12-26T16:15:56.264273
276,Interface Model 276,887.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_275,Maxim Integrated,Communication,Ekostra,In Stock,4.6,Professional communication from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/276,2025-12-26T16:15:56.264279
277,Receiver Model 277,83.44,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_276,Analog Devices,RFID,Ekostra,Limited Stock,3.5,Professional rfid from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/277,2025-12-26T16:15:56.264286
278,GPS Intelligent 278,152.94,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_277,STMicroelectronics,RFID,Ekostra,Limited Stock,4.0,Professional rfid from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/278,2025-12-26T16:15:56.264293
279,Interface Programmable 279,1472.58,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_278,NXP,Embedded,Ekostra,In Stock,4.2,Professional embedded from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/279,2025-12-26T16:15:56.264299
280,Bluetooth Max 280,938.87,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_279,STMicroelectronics,Communication,Ekostra,Out of Stock,4.0,Professional communication from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/280,2025-12-26T16:15:56.264305
281,Sensor Model 281,83.6,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_280,Silicon Labs,Wireless,Ekostra,In Stock,4.2,Professional wireless from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/281,2025-12-26T16:15:56.264312
282,Transmitter Type C 282,571.56,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_281,Analog Devices,Communication,Ekostra,Limited Stock,4.4,Professional communication from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/282,2025-12-26T16:15:56.264319
283,Security Generation 2 283,125.35,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_282,Silicon Labs,Modules,Ekostra,In Stock,4.1,Professional modules from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/283,2025-12-26T16:15:56.264326
284,Module Model 284,2168.81,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_283,Texas Instruments,Test Equipment,Ekostra,In Stock,3.9,Professional test equipment from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/284,2025-12-26T16:15:56.264332
285,WiFi Smart 285,493.46,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_284,Texas Instruments,Wireless,Ekostra,In Stock,3.6,Professional wireless from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/285,2025-12-26T16:15:56.264338
286,Amplifier Programmable 286,619.17,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_285,Generic,Communication,Ekostra,In Stock,3.5,Professional communication from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/286,2025-12-26T16:15:56.264345
287,Controller Model 287,617.9,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_286,Maxim Integrated,Automation,Ekostra,In Stock,4.9,Professional automation from Maxim Integrated. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/287,2025-12-26T16:15:56.264351
288,Filter Model 288,1056.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_287,Generic,Modules,Ekostra,Out of Stock,3.6,Professional modules from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/288,2025-12-26T16:15:56.264358
289,Transceiver Model 289,642.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_288,STMicroelectronics,Embedded,Ekostra,In Stock,4.3,Professional embedded from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/289,2025-12-26T16:15:56.264363
290,Bluetooth Panel Mount 290,585.4,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_289,Espressif,Communication,Ekostra,In Stock,4.4,Professional communication from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/290,2025-12-26T16:15:56.264370
291,Transceiver Model 291,198.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_290,Silicon Labs,Wireless,Ekostra,In Stock,4.1,Professional wireless from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/291,2025-12-26T16:15:56.264376
292,Amplifier Commercial 292,1172.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_291,Generic,Test Equipment,Ekostra,In Stock,3.9,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/292,2025-12-26T16:15:56.264383
293,Receiver Desktop 293,397.78,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_292,STMicroelectronics,Modules,Ekostra,In Stock,3.5,Professional modules from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/293,2025-12-26T16:15:56.264389
294,Interface Industrial 294,446.02,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_293,STMicroelectronics,Wireless,Ekostra,In Stock,4.6,Professional wireless from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/294,2025-12-26T16:15:56.264395
295,Interface Board Level 295,551.01,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_294,NXP,Sensors,Ekostra,Limited Stock,4.7,Professional sensors from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/295,2025-12-26T16:15:56.264402
296,Automation Max 296,446.95,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_295,STMicroelectronics,RFID,Ekostra,Limited Stock,4.8,Professional rfid from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/296,2025-12-26T16:15:56.264408
297,WiFi Bluetooth 297,741.94,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_296,Generic,Communication,Ekostra,Limited Stock,4.4,Professional communication from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/297,2025-12-26T16:15:56.264415
298,GPS Type C 298,1045.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_297,Analog Devices,Automation,Ekostra,Out of Stock,4.5,Professional automation from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/298,2025-12-26T16:15:56.264422
299,RFID Series 2 299,178.39,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_298,STMicroelectronics,RFID,Ekostra,Out of Stock,3.9,Professional rfid from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/299,2025-12-26T16:15:56.264427
300,Tester Analog 300,1623.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_299,Texas Instruments,Embedded,Ekostra,Out of Stock,4.3,Professional embedded from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/300,2025-12-26T16:15:56.264433
301,Security Model 301,380.91,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_300,STMicroelectronics,Sensors,Ekostra,In Stock,3.7,Professional sensors from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/301,2025-12-26T16:15:56.264439
302,Receiver Entry Level 302,3536.57,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_301,Analog Devices,Test Equipment,Ekostra,Out of Stock,4.0,Professional test equipment from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/302,2025-12-26T16:15:56.264446
303,Controller Version 5.0 303,1353.95,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_302,Generic,Test Equipment,Ekostra,Limited Stock,4.8,Professional test equipment from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/303,2025-12-26T16:15:56.264452
304,Automation Model Z 304,1917.83,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_303,Generic,Security,Ekostra,In Stock,4.6,Professional security from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/304,2025-12-26T16:15:56.264459
305,WiFi Delta 305,1263.89,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_304,Espressif,Security,Ekostra,In Stock,3.8,Professional security from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/305,2025-12-26T16:15:56.264465
306,Controller Model 306,1569.99,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_305,Silicon Labs,Embedded,Ekostra,Out of Stock,3.8,Professional embedded from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/306,2025-12-26T16:15:56.264472
307,Receiver Commercial 307,86.71,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_306,Espressif,RFID,Ekostra,In Stock,4.9,Professional rfid from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/307,2025-12-26T16:15:56.264478
308,Memory High Speed 308,129.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_307,Silicon Labs,RFID,Ekostra,Out of Stock,3.7,Professional rfid from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/308,2025-12-26T16:15:56.264484
309,Filter Model 309,433.94,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_308,Analog Devices,Sensors,Ekostra,In Stock,4.6,Professional sensors from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/309,2025-12-26T16:15:56.264489
310,Transceiver Premium 310,367.6,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_309,Espressif,Sensors,Ekostra,Limited Stock,4.6,Professional sensors from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/310,2025-12-26T16:15:56.264496
311,Security Model 311,205.77,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_310,NXP,GPS,Ekostra,Limited Stock,4.0,Professional gps from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/311,2025-12-26T16:15:56.264502
312,Module High Resolution 312,2124.38,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_311,Texas Instruments,Automation,Ekostra,In Stock,4.8,Professional automation from Texas Instruments. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/312,2025-12-26T16:15:56.264508
313,Transmitter Model 313,2000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_312,STMicroelectronics,Security,Ekostra,Out of Stock,3.6,Professional security from STMicroelectronics. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/313,2025-12-26T16:15:56.264514
314,Interface Programmable 314,319.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_313,Generic,Embedded,Ekostra,Limited Stock,4.1,Professional embedded from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/314,2025-12-26T16:15:56.264521
315,RFID Professional 315,863.19,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_314,NXP,GPS,Ekostra,Out of Stock,4.4,Professional gps from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/315,2025-12-26T16:15:56.264528
316,Communication Entry Level 316,2000.0,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_315,Espressif,Security,Ekostra,In Stock,4.8,Professional security from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/316,2025-12-26T16:15:56.264534
317,Sensor Model 317,1502.66,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_316,Espressif,Embedded,Ekostra,In Stock,4.0,Professional embedded from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/317,2025-12-26T16:15:56.264540
318,Controller Configurable 318,1565.28,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_317,NXP,Embedded,Ekostra,In Stock,3.8,Professional embedded from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/318,2025-12-26T16:15:56.264546
319,Sensor Version 3.0 319,133.18,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_318,Espressif,Communication,Ekostra,Limited Stock,4.0,Professional communication from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/319,2025-12-26T16:15:56.264552
320,Memory Rack Mount 320,909.33,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_319,Silicon Labs,Communication,Ekostra,Limited Stock,3.6,Professional communication from Silicon Labs. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/320,2025-12-26T16:15:56.264558
321,Processor Model 321,798.96,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_320,NXP,Communication,Ekostra,Out of Stock,4.3,Professional communication from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/321,2025-12-26T16:15:56.264565
322,Memory Nano 322,158.31,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_321,NXP,GPS,Ekostra,In Stock,3.9,Professional gps from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/322,2025-12-26T16:15:56.264572
323,Tester Elite 323,348.08,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_322,Generic,Embedded,Ekostra,In Stock,3.6,Professional embedded from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/323,2025-12-26T16:15:56.264578
324,Sensor Alpha 324,325.2,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_323,NXP,Wireless,Ekostra,Limited Stock,3.8,Professional wireless from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/324,2025-12-26T16:15:56.264585
325,Receiver Model 325,227.26,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_324,NXP,Sensors,Ekostra,In Stock,4.6,Professional sensors from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/325,2025-12-26T16:15:56.264591
326,Memory Micro 326,416.16,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_325,Generic,Wireless,Ekostra,In Stock,4.4,Professional wireless from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/326,2025-12-26T16:15:56.264597
327,WiFi Model 327,433.73,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_326,NXP,Wireless,Ekostra,Out of Stock,4.7,Professional wireless from NXP. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/327,2025-12-26T16:15:56.264604
328,Sensor Model 328,249.32,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_327,Generic,RFID,Ekostra,Out of Stock,3.9,Professional rfid from Generic. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/328,2025-12-26T16:15:56.264610
329,Module Starter 329,2328.03,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_328,Espressif,Embedded,Ekostra,In Stock,4.7,Professional embedded from Espressif. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/329,2025-12-26T16:15:56.264615
330,Transceiver Basic 330,789.86,https://images.unsplash.com/photo-1553406830-ef2513450d76?w=300&h=300&fit=crop&sig=ekostra_329,Analog Devices,Communication,Ekostra,In Stock,3.7,Professional communication from Analog Devices. High quality and reliable performance for all applications.,https://ekostra-eg.com/product/330,2025-12-26T16:15:56.264621
